_id,OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,x,y
1427,1427,3139,Cramb Street - 39,CRAMB ST,McKeering St,504073.0702,6978503.192,-27.3165435,153.0411688,BRACKEN RIDGE,4 - Regular,Y,Easy,Hard,Medium,6/20/2017 12:00:00 AM,504073.0702,6978503.192
1428,1428,3142,Shane Street - 38,MCKEERING ST,Barrett St,504081.4414,6978245.138,-27.31887323,153.0412543,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Medium,Medium,6/21/2017 12:00:00 AM,504081.4414,6978245.138
1429,1429,3143,Ettare Street - 42,GAWAIN RD,Ettarre St,503499.0604,6978588.705,-27.31577306,153.0353667,BRACKEN RIDGE,4 - Regular,N,Hard,Medium,Hard,,503499.0604,6978588.705
1430,1430,3144,Ettare Street - 42,GAWAIN RD,Enid St,503519.2879,6978599.331,-27.31567708,153.0355711,BRACKEN RIDGE,4 - Regular,Y,Easy,Hard,Medium,6/20/2017 12:00:00 AM,503519.2879,6978599.331
1431,1431,3145,Gawain East Gawain Road,GAWAIN RD,Bracken St,503789.4615,6978538.314,-27.31622722,153.0383021,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Medium,2/21/2017 12:00:00 AM,503789.4615,6978538.314
1432,1432,3146,Gawain East Gawain Road,GAWAIN RD,Bracken St,503762.9283,6978557.405,-27.31605494,153.0380338,BRACKEN RIDGE,4 - Regular,Y,Easy,Medium,Medium,6/20/2017 12:00:00 AM,503762.9283,6978557.405
1433,1433,3147,Bracken Ridge Gawain Road,GAWAIN RD,Torre St,503129.6548,6978666.616,-27.31507056,153.0316327,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Medium,12/2/2022 0:00,503129.6548,6978666.616
1434,1434,3151,Glenealy Street - 54,Ballynde St,Glenealy St,502447.5098,6979044.896,-27.31165677,153.0247373,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Easy,6/1/2018 0:00,502447.5098,6979044.896
1435,1435,3168,North Point Norris Road,NORRIS RD,Brisbane North Institute of TA,502678.2627,6977949.435,-27.32154635,153.0270719,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Easy,6/21/2017 12:00:00 AM,502678.2627,6977949.435
1436,1436,3169,Greenore Street Norris Road,Norris St,Wabba St,502767.16,6978491.193,-27.31665509,153.0279693,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Medium,8/3/2017 0:00,502767.16,6978491.193
1437,1437,3171,St Josephs Phillips Street,PHILLIPS ST,St Josephs Catholic School,503375.8534,6977318.211,-27.32724362,153.0341249,BRACKEN RIDGE,2 - Intermediate,Y,Medium,Medium,Medium,1/24/2018 12:00:00 AM,503375.8534,6977318.211
1438,1438,3177,Tomah Road - 34,TOMAH RD,Bracken Ridge Primary School,504072.9867,6977617.431,-27.32454031,153.0411709,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Medium,Easy,8/3/2017 0:00,504072.9867,6977617.431
1439,1439,3180,Tallara Street - 36,TALLARA ST,Tarwarri St,503855.042,6977936.328,-27.32166188,153.0389668,BRACKEN RIDGE,4 - Regular,Y,Easy,Easy,Medium,10/2/2019 0:00,503855.042,6977936.328
1440,1440,3184,Quinlan St South - 30,DEPOT RD,Quinlan St,504685.5362,6976991.218,-27.33019191,153.0473651,BRACKEN RIDGE,4 - Regular,Y,Easy,Easy,Easy,3/1/2023 0:00,504685.5362,6976991.218
1441,1441,3188,Braun Street - 29,DEPOT RD,Sandgate High School,505371.0432,6977162.913,-27.32863929,153.054294,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,10/20/2022 12:00:00 AM,505371.0432,6977162.913
1442,1442,3189,Board Street - 28,BOARD ST,Ibis Av,505678.3802,6977457.07,-27.32598235,153.0573994,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,10/20/2022 12:00:00 AM,505678.3802,6977457.07
1443,1443,3190,Ibis Street - 28,BOARD ST,Ibis Av,505734.9638,6977477.705,-27.32579582,153.0579713,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,7/27/2017 12:00:00 AM,505734.9638,6977477.705
1444,1444,3192,Deagon Racecourse Board Street,BOARD ST,Adams St,505918.8817,6977635.461,-27.32437078,153.0598296,DEAGON,2 - Intermediate,N,Easy,Easy,Easy,,505918.8817,6977635.461
1445,1445,3193,Board Street - 29,BOARD ST,Racecourse Rd,506045.5773,6977744.538,-27.32338547,153.0611098,DEAGON,2 - Intermediate,N,Hard,Easy,Medium,,506045.5773,6977744.538
1446,1446,3194,Kift Street - 30,BOARD ST,Kift St,506196.2717,6977901.684,-27.32196605,153.0626322,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,7/12/2017 0:00,506196.2717,6977901.684
1447,1447,3195,Kift Street - 30,BOARD ST,Kift St,506246.2394,6977916.817,-27.3218292,153.0631372,DEAGON,2 - Intermediate,Y,Easy,Easy,Medium,10/2/2019 0:00,506246.2394,6977916.817
1448,1448,3196,Deagon Steet - 38,DEAGON ST,Albion St,505926.3,6978773.1,-27.31409994,153.0598991,SANDGATE,3 - Regular with seat,N,Easy,Hard,Hard,,505926.3,6978773.1
1449,1449,3201,Hancock Street - 32,RAINBOW ST,Hancock St,506751.1883,6977978.374,-27.32127105,153.0682409,SANDGATE,2 - Intermediate,Y,Easy,Easy,Medium,6/9/2016 0:00,506751.1883,6977978.374
1450,1450,3202,Sandgate Central,Bowser Pde,Brighton Rd,506866.0113,6978058.422,-27.32054779,153.0694011,SANDGATE,3 - Regular with seat,Y,Easy,Easy,Easy,6/9/2016 0:00,506866.0113,6978058.422
1451,1451,3203,Sandgate Stop 34,Brighton Rd,Keogh St,506740.3779,6978283.044,-27.31852049,153.06813,SANDGATE,1 - Premium,Y,Easy,Easy,Easy,9/6/2017 0:00,506740.3779,6978283.044
1452,1452,3204,Sandgate Stop 34 Brighton Road,Brighton Rd,Sixth Ave,506696.2,6978383.3,-27.31761558,153.0676829,SANDGATE,3 - Regular with seat,Y,Easy,Medium,Easy,12/14/2016 12:00:00 AM,506696.2,6978383.3
1453,1453,3205,Sandgate Central Stop 34/33,Brighton Rd,Cliff St,506929.9747,6978076.59,-27.32038345,153.0700475,SANDGATE,2 - Intermediate,Y,Easy,Easy,Easy,12/14/2016 12:00:00 AM,506929.9747,6978076.59
1454,1454,3206,Brighton Road - 35,Brighton Rd,Burnett Pl,506623.2167,6978473.376,-27.31680271,153.0669447,SANDGATE,2 - Intermediate,Y,Medium,Medium,Medium,,506623.2167,6978473.376
1455,1455,3207,Brighton Road - 35,Brighton Rd,Brighton Tce,506550.0078,6978618.761,-27.31549051,153.0662039,SANDGATE,3 - Regular with seat,Y,Easy,Easy,Easy,10/20/2022 12:00:00 AM,506550.0078,6978618.761
1456,1456,3209,Dowse Lagoon Deagon Street,Deagon St,Brighton Rd,506368.4841,6978782.609,-27.31401211,153.0643683,SANDGATE,3 - Regular with seat,Y,Easy,Easy,Easy,10/2/2019 0:00,506368.4841,6978782.609
1457,1457,3212,Sandgate North Baskerville Street,Baskerville St,Wakefield St,505794.7875,6978908.391,-27.31287908,153.0585692,SANDGATE,2 - Intermediate,Y,Easy,Easy,Easy,9/29/2017 12:00:00 AM,505794.7875,6978908.391
1458,1458,3213,Paul Street - 40,Paul St,Beaumetz St,505926.0467,6979130.973,-27.310869,153.0598948,BRIGHTON,4 - Regular,Y,Easy,Easy,Medium,9/6/2016 0:00,505926.0467,6979130.973
1459,1459,3216,Ward Street - 41,Ward St,Paul St,506039.2513,6979257.041,-27.30973034,153.0610383,SANDGATE,2 - Intermediate,N,Easy,Easy,Hard,,506039.2513,6979257.041
1460,1460,3217,Queens Parade - 44,Queens Pde,Gladston St,506061.31,6979944.09,-27.30352743,153.0612579,BRIGHTON,4 - Regular,Y,Easy,Easy,Easy,3/2/2023 0:00,506061.31,6979944.09
1461,1461,3220,Queens Parade - 45,QUEENS PDE,Stubbs St,505923.2642,6980068.184,-27.30240769,153.0598621,BRIGHTON,4 - Regular,Y,Easy,Easy,Medium,7/12/2017 0:00,505923.2642,6980068.184
1462,1462,3221,Queens Parade - 46,QUEENS PDE,Seaview St,505756.141,6980262.418,-27.30065482,153.0581722,BRIGHTON,4 - Regular,Y,Easy,Easy,Easy,12/2/2022 0:00,505756.141,6980262.418
1463,1463,3223,Nathan Street - 47,Nathan St,Queens Pde,505586.1622,6980289.114,-27.30041451,153.0564543,BRIGHTON,4 - Regular,N,Hard,Hard,Hard,,505586.1622,6980289.114
1464,1464,3224,Nathan Street - 47,Nathan St,Queens Pde,505589.7497,6980312.943,-27.30019936,153.0564904,BRIGHTON,2 - Intermediate,N,Hard,Medium,Easy,,505589.7497,6980312.943
1465,1465,3225,Nathan Street - 48,Nathan St,Speight St,505411.3319,6980121.962,-27.30192429,153.0546882,BRIGHTON,4 - Regular,Y,Easy,Easy,Medium,9/3/2019 0:00,505411.3319,6980121.962
1466,1466,3227,Nathan Street - 49,Nathan St,Saul St,505240.7,6979854.8,-27.30433695,153.0529649,BRIGHTON,3 - Regular with seat,N,Easy,Easy,Medium,,505240.7,6979854.8
1467,1467,3228,Nathan Street - 50,Nathan St,Sunwell St,505059.8596,6979671.459,-27.30599287,153.051138,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Easy,9/3/2019 0:00,505059.8596,6979671.459
1468,1468,3229,Nathan Street - 50,Nathan St,Sunwell St,505057.7853,6979700.084,-27.30573444,153.0511169,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Medium,12/23/2022 12:00:00 AM,505057.7853,6979700.084
1469,1469,3230,Douglas Street - 51,Douglas St,Nashville Primary School,504886.9,6979490.2,-27.30762994,153.0493907,BRIGHTON,2 - Intermediate,Y,Easy,Medium,Medium,7/12/2017 0:00,504886.9,6979490.2
1470,1470,3231,Douglas Street - 51,Douglas St,McMahon St,504882.8087,6979500.873,-27.30753359,153.0493493,BRIGHTON,3 - Regular with seat,Y,Easy,Easy,Medium,12/14/2016 12:00:00 AM,504882.8087,6979500.873
1471,1471,3232,Douglas Street - 52,Douglas St,Gordon St,504632.7787,6979534.606,-27.30722991,153.0468222,BRIGHTON,2 - Intermediate,Y,Easy,Medium,Medium,7/12/2017 0:00,504632.7787,6979534.606
1472,1472,3234,Lascelles Street - 53,Lascelles St,Palina St,504452.0067,6979670.08,-27.30600743,153.0449947,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Easy,3/13/2017 12:00:00 AM,504452.0067,6979670.08
1473,1473,3235,Lascelles Street - 53,Lascelles St,Lebanon St,504469.044,6979685.144,-27.30587137,153.0451668,BRIGHTON,2 - Intermediate,Y,Hard,Easy,Hard,7/12/2017 0:00,504469.044,6979685.144
1474,1474,3236,Lascelles Street - 54,Lascelles St,Ambrose St,504521.6521,6980079.132,-27.3023142,153.045697,BRIGHTON,4 - Regular,Y,Easy,Easy,Easy,6/9/2016 0:00,504521.6521,6980079.132
1475,1475,3237,Lascelles Street - 54,Lascelles St,Craig St,504511.2925,6979996.992,-27.30305581,153.0455926,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Medium,7/12/2017 0:00,504511.2925,6979996.992
1476,1476,3247,Sandgate Station inside bus station,Chubb St,Kennerley St,506785.5,6977900.7,-27.32197214,153.0685882,SANDGATE,,N,Hard,Hard,Hard,,506785.5,6977900.7
1477,1477,3249,Sandgate High - 27,Braun St,Loftus St,505724.3568,6977064.449,-27.32952681,153.057866,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,10/20/2022 12:00:00 AM,505724.3568,6977064.449
1478,1478,3250,Sandgate High - 27,Braun St,Loftus St,505688.8953,6977080.656,-27.32938064,153.0575074,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,1/29/2016 12:00:00 AM,505688.8953,6977080.656
1479,1479,3254,Burralong Street - 25,BRAUN ST,Burralong St,505824.6785,6976708.706,-27.33273809,153.0588818,DEAGON,2 - Intermediate,Y,Easy,Easy,Easy,7/27/2017 12:00:00 AM,505824.6785,6976708.706
1480,1480,3256,Iceworld Sandgate Road,SANDGATE RD,Iceworld,505854.3435,6975859.371,-27.34040589,153.0591858,BOONDALL,2 - Intermediate,N,Easy,Easy,Easy,,505854.3435,6975859.371
1481,1481,3258,Boondall School Sandgate Road,SANDGATE RD,Boondall Primary School,505949.5865,6975164.676,-27.34667729,153.060152,BOONDALL,2 - Intermediate,Y,Easy,Medium,Easy,6/19/2017 12:00:00 AM,505949.5865,6975164.676
1482,1482,3259,Boondall School Sandgate Road,SANDGATE RD,Boondall Primary School,505926.9046,6975143.49,-27.34686866,153.0599228,BOONDALL,2 - Intermediate,Y,Easy,Hard,Hard,6/19/2017 12:00:00 AM,505926.9046,6975143.49
1483,1483,3261,Roscommon East Roscommon Road,Roscommon Rd,Sandgate Rd,506000.1288,6974931.989,-27.3487778,153.0606642,BOONDALL,2 - Intermediate,Y,Easy,Medium,Hard,6/1/2017 0:00,506000.1288,6974931.989
1484,1484,3262,Roscommon East Roscommon Road,Roscommon Rd,Lyndhurst Rd,506112.4265,6974924.52,-27.34884473,153.0617996,BOONDALL,2 - Intermediate,Y,Easy,Easy,Easy,12/23/2022 12:00:00 AM,506112.4265,6974924.52
1485,1485,3269,Zillmere Road,Zillmere Rd,Handford Rd,503873.8825,6973741.889,-27.35952987,153.0391706,ZILLMERE,2 - Intermediate,N,Easy,Easy,Hard,1/29/2016 12:00:00 AM,503873.8825,6973741.889
1486,1486,3270,Zillmere Road,Zillmere Rd,Murphy Rd,503870.6334,6973729.524,-27.35964151,153.0391378,ZILLMERE,3 - Regular with seat,N,Easy,Medium,Medium,1/10/2018 0:00,503870.6334,6973729.524
1487,1487,3273,Cameron Street - 4,Cameron St,Sandgate Rd,505925.0992,6969721.579,-27.39581829,153.0599309,NUNDAH,3 - Regular with seat,Y,Easy,Easy,Medium,9/17/2019 12:00:00 AM,505925.0992,6969721.579
1488,1488,3274,Cameron Street - 4,Cameron St,London St,505939.8088,6969717.793,-27.39585241,153.0600797,NUNDAH,2 - Intermediate,Y,Easy,Easy,Hard,3/27/2017 12:00:00 AM,505939.8088,6969717.793
1489,1489,3276,Boondall Station Aberdeen Parade,Aberdeen Pde,Bard St,506699.8946,6975169.054,-27.34663429,153.0677378,BOONDALL,2 - Intermediate,Y,Easy,Easy,Easy,2/28/2023 12:00:00 AM,506699.8946,6975169.054
1490,1490,3277,Murch Street,Dargie St,Murch St,498983.9917,6969403.526,-27.3987022,152.9897231,EVERTON PARK,3 - Regular with seat,Y,Easy,Medium,Medium,10/8/2019 0:00,498983.9917,6969403.526
1491,1491,3278,Sues Corner Sandgate Road,Sandgate Rd,Beams Rd,505977.6081,6974508.582,-27.35260048,153.0604386,BOONDALL,2 - Intermediate,Y,Easy,Easy,Hard,6/1/2017 0:00,505977.6081,6974508.582
1492,1492,3280,Sues Corner Sandgate Road,Sandgate Rd,Stanworth Rd,506002.9818,6974493.729,-27.35273446,153.0606952,BOONDALL,2 - Intermediate,Y,Easy,Easy,Easy,6/29/2017 12:00:00 AM,506002.9818,6974493.729
1493,1493,3285,Boondall West Muller Road,Muller Rd,Hayman St,505371.6766,6975505.4,-27.34360358,153.0543077,BOONDALL,2 - Intermediate,Y,Medium,Easy,Easy,8/3/2017 0:00,505371.6766,6975505.4
1494,1494,3288,Taigum Muller Road,Muller Rd,Parklands Cct,505221.3844,6974684.915,-27.35101162,153.0527918,TAIGUM,2 - Intermediate,N,Medium,Easy,Hard,,505221.3844,6974684.915
1495,1495,3289,Muller Road - 61,Muller Rd,Roscommon Rd,505276.1754,6975013.647,-27.34804357,153.0533443,TAIGUM,2 - Intermediate,Y,Easy,Easy,Easy,6/14/2018 12:00:00 AM,505276.1754,6975013.647
1496,1496,3290,Brighton Terrace - 36,Brighton Rd,Brighton Tce,506478.5905,6978692.32,-27.31482674,153.0654817,SANDGATE,3 - Regular with seat,N,Medium,Medium,Easy,,506478.5905,6978692.32
1497,1497,3291,Muller Road - 61,Muller Rd,Roscommon Rd,505289.6927,6975019.627,-27.34798953,153.053481,BOONDALL,2 - Intermediate,Y,Easy,Easy,Easy,12/23/2022 12:00:00 AM,505289.6927,6975019.627
1498,1498,3292,Taigum Muller Road,Muller Rd,Beams Rd,505224.5992,6974619.372,-27.35160334,153.0528245,BOONDALL,2 - Intermediate,Y,Easy,Easy,Medium,6/1/2017 0:00,505224.5992,6974619.372
1499,1499,3294,Sues Corner Beams Road,Beams Rd,Sandgate Rd,505884.6421,6974436.069,-27.35325554,153.0594989,BOONDALL,3 - Regular with seat,Y,Easy,Easy,Medium,6/1/2017 0:00,505884.6421,6974436.069
1500,1500,3298,Fahey Street - 57,Tedman St,Keyatta St,504783.9342,6974462.058,-27.35302521,153.0483697,ZILLMERE,2 - Intermediate,Y,Easy,Medium,Medium,12/9/2022 0:00,504783.9342,6974462.058
1501,1501,3299,Hodgson Street - 57,Tedman St,Hodgson St,504759.0039,6974249.186,-27.35494713,153.0481185,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Medium,10/18/2019 12:00:00 AM,504759.0039,6974249.186
1502,1502,3301,Macansh Street - 56,Macansh St,Gledson St,504739.0958,6974029.513,-27.35693044,153.047918,ZILLMERE,2 - Intermediate,Y,Easy,Medium,Easy,10/18/2019 12:00:00 AM,504739.0958,6974029.513
1503,1503,3302,Macansh Street - 56,Macansh St,Gledson St,504730.8125,6974043.528,-27.35680394,153.0478342,ZILLMERE,3 - Regular with seat,N,Easy,Medium,Hard,1/29/2016 12:00:00 AM,504730.8125,6974043.528
1504,1504,3317,Harold Street - 54,Harold St,Charlie St,504500.3602,6973862.872,-27.3584357,153.0455048,ZILLMERE,3 - Regular with seat,N,Medium,Easy,Hard,12/14/2016 12:00:00 AM,504500.3602,6973862.872
1505,1505,3318,Harold Street - 54,Harold St,Church Rd,504483.52,6973856.329,-27.35849483,153.0453345,ZILLMERE,3 - Regular with seat,N,Easy,Easy,Hard,1/9/2018 0:00,504483.52,6973856.329
1506,1506,3319,Boondall South Sandgate Road,Sandgate Rd,Zillmere Rd,506065.3791,6973438.807,-27.36225816,153.0613313,BOONDALL,2 - Intermediate,Y,Easy,Easy,Medium,6/1/2017 0:00,506065.3791,6973438.807
1507,1507,3321,Nudgee College Sandgate Road,Sandgate Rd,Garozzo St,506019.4606,6973996.371,-27.3572246,153.0608643,BOONDALL,2 - Intermediate,Y,Easy,Easy,Medium,6/1/2017 0:00,506019.4606,6973996.371
1508,1508,3323,Carselgrove - Roghan,Carselgrove Ave,Roghan Rd,502829.9259,6975881.978,-27.34021141,153.0286097,FITZGIBBON,4 - Regular,Y,Easy,Easy,Easy,6/1/2018 0:00,502829.9259,6975881.978
1509,1509,3324,Boondall South Sandgate Road,Sandgate Rd,Zillmere Rd,506095.7773,6973498.785,-27.36171654,153.0616384,BOONDALL,2 - Intermediate,Y,Easy,Easy,Easy,4/27/2017 12:00:00 AM,506095.7773,6973498.785
1510,1510,3325,Caravan Park - 49,Beams Rd,Handford Rd,504072.6813,6974741.14,-27.35050792,153.0411774,ZILLMERE,3 - Regular with seat,Y,Easy,Easy,Medium,10/18/2019 12:00:00 AM,504072.6813,6974741.14
1511,1511,3328,Virginia ,SANDGATE RD,Matheson St,506119.2573,6972602.777,-27.3698057,153.0618803,VIRGINIA,3 - Regular with seat,Y,Easy,Easy,Easy,6/28/2018 12:00:00 AM,506119.2573,6972602.777
1512,1512,3333,Pritchard Road Sandgate Road,SANDGATE RD,Pritchard Rd,506202.6647,6972028.23,-27.3749924,153.0627267,VIRGINIA,2 - Intermediate,Y,Easy,Easy,Easy,2/17/2023 12:00:00 AM,506202.6647,6972028.23
1513,1513,3336,Carselgrove - Roghan,Carselgrove Ave,Roghan Rd,502813.901,6975908.483,-27.33997215,153.0284476,FITZGIBBON,4 - Regular,Y,Easy,Easy,Easy,6/1/2018 0:00,502813.901,6975908.483
1514,1514,3337,Zillmere School Murphy Road,Murphy Rd,Crowley St,503671.3109,6973167.74,-27.36471392,153.037124,ZILLMERE,2 - Intermediate,Y,Easy,Hard,Easy,8/24/2017 12:00:00 AM,503671.3109,6973167.74
1515,1515,3338,Robinson Rd West - 43,Murphy Rd,Robinson Rd W,503656.8909,6972968.89,-27.3665092,153.0369788,ZILLMERE,2 - Intermediate,N,Medium,Hard,Hard,,503656.8909,6972968.89
1516,1516,3339,Dunsford Street - 45,Murphy Rd,Merrett Av,503722.0526,6973366.047,-27.36292344,153.0376365,ZILLMERE,2 - Intermediate,N,Medium,Easy,Easy,,503722.0526,6973366.047
1517,1517,3340,Zillmere School - 44,Murphy Rd,Zillmere Primary School,503697.1474,6973212.407,-27.36431059,153.0373852,ZILLMERE,2 - Intermediate,N,Easy,Hard,Hard,1/29/2016 12:00:00 AM,503697.1474,6973212.407
1518,1518,3341,Dunsford Street - 45,Murphy Rd,Merrett Av,503699.0557,6973338.775,-27.36316972,153.0374041,ZILLMERE,3 - Regular with seat,Y,Easy,Easy,Medium,7/27/2017 12:00:00 AM,503699.0557,6973338.775
1519,1519,3342,Zillmere Station Handford Road,HANDFORD RD,Zillmere Rd,503774.49,6973785.32,-27.35913805,153.0381655,ZILLMERE,2 - Intermediate,N,Medium,Medium,Easy,,503774.49,6973785.32
1520,1520,3344,Carselgrove,Carselgrove Ave,Canarvon Cres,502778.5822,6975654.328,-27.34226676,153.0280912,FITZGIBBON,2 - Intermediate,Y,Medium,Medium,Medium,,502778.5822,6975654.328
1521,1521,3345,Carselgrove,Carselgrove Ave,Canarvon Cres,502796.69,6975634.398,-27.34244667,153.0282743,FITZGIBBON,2 - Intermediate,N,Medium,Easy,Medium,,502796.69,6975634.398
1522,1522,3346,Grasspan Street - 47,HANDFORD RD,Grasspan St,503832.2058,6974046.949,-27.35677586,153.0387482,ZILLMERE,3 - Regular with seat,N,Medium,Easy,Medium,,503832.2058,6974046.949
1523,1523,3348,Kolberg Street - 47A,HANDFORD RD,Kolberg St,503848.4273,6974229.086,-27.35513147,153.0389117,ZILLMERE,3 - Regular with seat,N,Medium,Medium,Easy,,503848.4273,6974229.086
1524,1524,3349,Kolberg Street - 47A,Coxen ST,Coxen St,503858.0194,6974176.232,-27.35560861,153.0390088,ZILLMERE,2 - Intermediate,Y,Easy,Medium,Easy,9/29/2017 12:00:00 AM,503858.0194,6974176.232
1525,1525,3351,Handford - Battersby - 48,HANDFORD RD,Battersby St,503891.2046,6974376.036,-27.35380466,153.0393437,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Medium,9/23/2016 12:00:00 AM,503891.2046,6974376.036
1526,1526,3353,Church Road,Battersby St,Church Rd,504440.8177,6974253.028,-27.35491351,153.0449013,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Medium,9/29/2017 12:00:00 AM,504440.8177,6974253.028
1527,1527,3355,Beams Road - 51,BEAMS RD,Church Rd,504528.9494,6974678.409,-27.35107283,153.0457908,TAIGUM,3 - Regular with seat,Y,Easy,Easy,Medium,8/3/2017 0:00,504528.9494,6974678.409
1528,1528,3356,Bartholomew Beams Road,BEAMS RD,Bartholomew St,504348.1454,6974694.764,-27.35092576,153.0439627,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Medium,7/27/2017 12:00:00 AM,504348.1454,6974694.764
1529,1529,3357,Bartholomew - 50,BEAMS RD,Bartholomew St,504323.4583,6974712.732,-27.35076362,153.043713,TAIGUM,3 - Regular with seat,Y,Easy,Easy,Easy,1/29/2016 12:00:00 AM,504323.4583,6974712.732
1530,1530,11334,Caravan Park - 49,BEAMS RD,,504026.138,6974765.834,-27.35028511,153.0407067,TAIGUM,2 - Intermediate,Y,Easy,Medium,Medium,6/20/2017 12:00:00 AM,504026.138,6974765.834
1531,1531,3359,Symes Grove Handford Road,Handford Rd,Handford Gardens,504057.2,6975492.4,-27.34372548,153.0410184,TAIGUM,3 - Regular with seat,Y,Easy,Easy,Easy,1/4/2018 0:00,504057.2,6975492.4
1532,1532,3360,Symes Grove Handford Road,Handford Rd,Symes Grove Anglican Home,504054.2513,6975368.911,-27.34484036,153.040989,TAIGUM,2 - Intermediate,Y,Easy,Easy,Medium,8/24/2017 12:00:00 AM,504054.2513,6975368.911
1533,1533,11335,St Flannans Beams Road,Beams Rd,,503879.9194,6974790.324,-27.35006444,153.0392283,TAIGUM,2 - Intermediate,Y,Easy,Medium,Easy,12/9/2022 0:00,503879.9194,6974790.324
1534,1534,3376,St Flannans,Handford Rd,,503908.6098,6974598.185,-27.35179902,153.039519,ZILLMERE,1 - Premium,Y,Easy,Easy,Medium,11/10/2017 0:00,503908.6098,6974598.185
1535,1535,3364,St Flannans School Handford Road,Handford Rd,Beams Rd,503942.6943,6974693.067,-27.35094231,153.0398633,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Easy,7/27/2017 12:00:00 AM,503942.6943,6974693.067
1536,1536,3365,Carseldine Beams Road,Carseldine Train Station,Beams Rd,502845.3604,6975052.93,-27.34769614,153.0287677,CARSELDINE,1 - Premium,N,Medium,Easy,Easy,,502845.3604,6975052.93
1537,1537,3367,Carseldine Campus Beams Road,BEAMS RD,Dorville Rd,502254.2296,6975047.914,-27.34774253,153.0227911,CARSELDINE,2 - Intermediate,Y,Easy,Easy,Easy,8/24/2017 12:00:00 AM,502254.2296,6975047.914
1538,1538,3368,HOMEBASE,ZILLMERE RD,Brickfield Rd,501880.3646,6974072.133,-27.35655258,153.0190127,ASPLEY,2 - Intermediate,Y,Easy,Easy,Medium,1/10/2018 0:00,501880.3646,6974072.133
1539,1539,3370,Aspley High School Zillmere Road,ZILLMERE RD,Dorville Rd,502157.7104,6974039.481,-27.35684696,153.0218171,ASPLEY,2 - Intermediate,Y,Easy,Easy,Easy,8/24/2017 12:00:00 AM,502157.7104,6974039.481
1540,1540,3371,Aspley High School Zillmere Road,ZILLMERE RD,Dorville Rd,502121.6445,6974032.227,-27.35691251,153.0214524,ASPLEY,2 - Intermediate,Y,Easy,Easy,Easy,8/24/2017 12:00:00 AM,502121.6445,6974032.227
1541,1541,3384,Aspley East Kirby Road,KIRBY RD,Glengellan St,502631.9,6973246.8,-27.36400256,153.0266134,ASPLEY,3 - Regular with seat,Y,Easy,Hard,Medium,12/9/2022 0:00,502631.9,6973246.8
1542,1542,3388,Funnell Street - 52,KIRBY RD,Funnell St,502699.3,6973641.3,-27.36044083,153.0272941,ASPLEY,2 - Intermediate,Y,Easy,Easy,Easy,8/30/2019 12:00:00 AM,502699.3,6973641.3
1543,1543,3394,Lerida Street - 52A,Robinson Rd,Lerida St,503163.3358,6973021.101,-27.36603907,153.0319878,ASPLEY,3 - Regular with seat,N,Medium,Medium,Hard,,503163.3358,6973021.101
1544,1544,3396,Maudella Street - 51,Robinson Rd,Maudella St,503042.1592,6973041.792,-27.36585254,153.0307624,ASPLEY,3 - Regular with seat,N,Medium,Medium,Hard,,503042.1592,6973041.792
1545,1545,3397,Cornish Place - 50,Robinson Rd,Cornish Pl,502893.0227,6973054.103,-27.36574172,153.0292543,ASPLEY,3 - Regular with seat,Y,Easy,Easy,Medium,10/18/2019 12:00:00 AM,502893.0227,6973054.103
1546,1546,3398,Cornish Place - 50,Robinson Rd,Cornish Pl,502854.9158,6973073.378,-27.36556779,153.0288689,ASPLEY,3 - Regular with seat,Y,Easy,Easy,Medium,10/18/2019 12:00:00 AM,502854.9158,6973073.378
1547,1547,3404,Kirby Road - 48,KIRBY RD,Robinson Rd,502595,6973036.4,-27.36590214,153.0262407,ASPLEY,4 - Regular,Y,Easy,Medium,Easy,8/30/2019 12:00:00 AM,502595,6973036.4
